Departure node;Arrival node;Duration (minutes);Distance (kilometers)
129;6;27;30.418
96;68;30;18.271
81;96;10;5.944
80;683;37;27.343
129;7;15;11.747
113;37;26;24.037
90;80;34;33.822
10;229;41;46.773
80;99;37;38.964
64;129;20;21.072
99;64;29;26.217
90;81;30;28.824
397;96;26;21.412
81;683;33;22.348
47;162;21;19.772
81;99;38;39.748
129;10;36;39.887
87;88;16;8.23
397;683;49;37.816
47;163;35;28.749
74;113;42;43.004
88;87;16;8.287
99;67;37;33.186
397;99;48;49.437
12;229;26;18.702
129;12;38;38.102
80;103;35;24.644
87;90;30;27.396
113;42;40;41.916
96;74;32;29.136
42;175;39;42.051
49;162;46;42.809
67;129;15;11.539
81;103;35;22.143
88;90;36;34
129;14;15;11.788
76;113;8;7.781
90;87;30;27.478
96;76;30;27.36
129;15;15;12.003
14;229;17;12.187
90;88;36;34.195
397;103;47;35.117
68;129;34;21.625
129;17;12;9.996
359;175;39;37.043
113;47;27;21.439
15;229;21;22.14
6;246;46;47.545
129;18;14;14.3
87;96;0;0.012
99;74;37;34.418
103;67;40;29.567
96;80;14;10.892
113;49;32;32.946
7;246;35;29.208
103;68;11;6.568
96;81;10;5.895
88;96;16;8.291
87;683;33;21.077
129;20;15;12.03
113;50;20;12.397
17;229;25;26.327
87;99;39;36.575
88;683;45;31.582
129;22;46;46.066
80;113;27;26.078
47;175;27;21.951
18;229;18;21.003
88;99;32;30.705
9;246;48;48.025
90;96;30;27.48
81;113;23;21.083
129;24;13;14.241
99;80;37;37.981
129;25;40;38.379
87;103;41;24.824
113;55;43;45.199
99;81;39;38.763
90;683;27;16.654
397;113;39;36.552
96;87;0;0.012
49;175;32;33.003
20;229;21;22.019
96;88;16;8.234
74;129;28;29.271
88;103;43;31.958
103;76;41;25.197
129;28;30;29.033
50;175;20;12.366
96;90;30;27.398
246;397;46;44.365
76;129;22;22.103
90;103;41;25.234
99;87;41;35.878
103;80;36;24.756
99;88;33;30.074
14;246;37;33.378
103;81;35;22.1
683;175;20;11.642
129;34;34;21.738
24;229;18;20.944
113;64;34;34.758
15;246;29;27.602
129;35;15;11.75
87;113;23;19.813
96;683;33;21.079
88;113;29;26.417
129;37;40;38.359
113;67;27;21.361
55;175;42;45.004
96;99;39;36.578
17;246;26;25.711
80;129;16;16.553
113;68;23;14.207
103;87;41;24.834
103;88;43;32.099
81;129;16;13.034
18;246;30;30.184
99;96;41;35.882
90;113;8;7.819
64;162;14;12.54
28;229;25;17.706
397;129;27;27.026
103;90;41;25.234
96;103;41;24.826
129;42;28;32.286
64;163;25;17.677
20;246;29;27.679
113;74;42;42.959
113;76;8;7.705
67;162;21;19.797
129;47;15;11.794
22;246;24;24.27
103;96;41;24.836
67;163;36;28.774
129;49;37;26.705
103;683;20;10.48
129;50;35;26.366
113;80;27;26.177
24;246;30;30.125
87;129;16;11.764
113;81;23;21.179
96;113;23;19.814
34;229;49;41.879
25;246;21;19.244
88;129;15;12.684
64;175;34;35.254
35;229;20;18.241
90;129;22;22.14
162;1166;23;20.788
113;87;23;19.833
113;88;29;26.549
28;246;49;46.084
163;1166;37;29.761
67;175;27;21.873
74;162;22;20.739
113;90;8;7.742
74;163;22;14.084
68;175;23;14.177
30;246;48;48.025
76;162;43;43.857
129;64;20;21.01
103;113;33;20.215
113;96;23;19.834
129;67;15;11.819
162;6;33;38.109
42;229;33;38.912
96;129;16;11.765
129;68;34;21.625
113;683;20;11.673
162;7;22;19.438
163;6;47;47.082
34;246;31;19.189
163;7;36;28.411
80;162;23;24.811
359;229;23;12.717
162;10;42;47.578
35;246;34;29.099
80;163;37;33.788
81;162;24;25.596
74;175;42;43.452
113;103;33;20.253
162;12;34;33.787
99;129;37;36.257
81;163;38;34.573
129;74;28;29.211
397;162;34;35.284
163;12;30;23.679
37;246;21;19.264
162;14;18;13.713
397;163;41;34.423
129;76;22;22.026
162;15;24;22.364
76;175;8;7.765
47;229;20;18.284
163;14;32;22.685
163;15;38;31.337
162;17;26;27.361
162;18;20;21.991
129;80;16;16.613
163;17;40;36.334
49;229;45;41.322
103;129;45;38.019
129;81;16;13.046
163;18;34;30.964
175;1166;25;20.719
162;20;24;22.269
163;20;38;31.241
80;175;27;26.527
87;162;25;22.423
42;246;46;49.211
87;163;39;31.399
162;24;20;21.932
81;175;23;21.532
88;162;18;16.553
88;163;32;25.53
129;87;16;11.7
163;24;34;30.905
397;175;39;37
129;88;15;12.802
359;246;46;44.203
162;28;37;36.724
90;162;43;43.894
129;90;22;22.063
163;28;36;31.143
175;6;39;40.481
175;7;27;21.969
47;246;34;29.112
175;10;47;49.95
129;96;16;11.701
162;35;22;19.441
87;175;23;20.261
49;246;28;28.313
175;12;49;48.099
129;683;33;20.856
163;35;36;28.414
88;175;29;26.865
129;99;36;36.653
113;129;15;14.495
50;246;13;8.434
175;14;29;25.969
175;15;22;20.57
96;162;25;22.426
96;163;39;31.403
175;17;19;18.562
90;175;8;7.802
129;103;45;28.18
162;42;34;39.977
175;18;23;23.092
683;246;28;16.68
163;42;48;48.95
175;20;22;20.597
99;162;20;15.307
99;163;35;22.236
175;22;32;31.729
64;229;0;0.008
162;47;22;19.485
55;246;38;40.314
175;24;23;23.033
163;47;36;28.458
162;49;47;43.132
175;25;26;24.042
129;113;15;14.48
175;28;42;39.03
96;175;23;20.263
67;229;20;18.31
68;229;49;41.766
175;34;23;14.189
175;35;27;21.86
175;37;26;24.021
64;246;41;42.414
162;64;14;12.541
103;175;33;20.222
74;229;17;15.411
163;64;25;17.691
175;42;40;42.35
162;67;22;19.51
163;67;36;28.483
76;229;41;42.369
6;359;29;27.735
67;246;34;29.033
113;162;36;36.249
175;47;27;21.873
7;359;22;18.529
68;246;31;19.214
175;49;32;32.93
162;74;22;20.742
175;50;20;12.404
163;74;22;14.084
162;76;43;43.86
10;359;38;37.263
80;229;21;23.324
81;229;23;24.108
175;55;43;45.182
162;80;22;24.305
397;229;23;12.674
12;359;13;12.192
162;81;24;25.087
163;80;37;33.277
163;81;38;34.06
113;175;0;0.063
14;359;28;24.283
15;359;21;18.023
76;246;0;0.069
162;87;26;22.202
162;88;18;16.398
175;64;34;35.192
163;87;40;31.175
17;359;22;19.703
87;229;24;20.935
163;88;32;25.371
162;90;43;43.897
175;67;27;21.794
18;359;16;14.379
88;229;13;8.937
175;68;23;14.214
80;246;34;33.688
90;229;41;42.407
20;359;21;17.902
81;246;30;28.692
162;96;26;22.206
397;246;46;44.161
163;96;40;31.178
175;74;42;43.393
162;99;19;15.772
175;76;8;7.688
129;162;22;22.501
163;99;35;22.236
129;163;36;31.478
24;359;15;14.32
175;80;27;26.61
175;81;23;21.613
96;229;24;20.939
87;246;30;27.422
6;397;29;27.73
88;246;36;34.026
7;397;22;18.524
28;359;6;3.115
175;87;23;20.267
99;229;29;26.22
175;88;29;26.983
90;246;0;0.037
162;113;36;36.314
129;175;15;14.928
175;90;8;7.726
10;397;38;37.258
1166;6;24;24.608
